transaction_id,complaint_id,from_account,to_account,amount,hop_number,timestamp
T000050984,C0011074,ACC000024,ACC000022,1700,3,2026-01-02T19:18:37.068784
T000050985,C0011074,ACC000026,ACC000022,200,3,2026-01-02T19:13:47.597556
T000050986,C0011074,ACC000029,ACC000022,100,3,2026-01-02T19:07:35.884723
T000050987,C0011075,VICTIM_V0011075,ACC000005,16400,1,2026-01-02T18:41:31.341482
T000050988,C0011075,ACC000005,ACC000004,9436,2,2026-01-02T18:54:46.342585
T000050989,C0011075,ACC000005,ACC000006,6564,2,2026-01-02T18:54:46.342585
T000050990,C0011075,ACC000004,ACC000006,9400,3,2026-01-02T19:03:47.362753
T000050991,C0011075,ACC000006,ACC000006,15400,3,2026-01-02T19:16:15.835737
T000050992,C0011076,VICTIM_V0011076,ACC000183,47500,1,2026-01-02T18:44:54.194906
T000050993,C0011076,ACC000183,ACC000193,26038,2,2026-01-02T18:57:33.339223
T000050994,C0011076,ACC000183,ACC000182,14014,2,2026-01-02T18:57:33.339223
T000050995,C0011076,ACC000183,ACC000192,6747,2,2026-01-02T18:57:33.339223
T000050996,C0011076,ACC000193,ACC000181,25300,3,2026-01-02T19:14:31.784636
T000050997,C0011076,ACC000182,ACC000181,13800,3,2026-01-02T19:28:06.946200
T000050998,C0011076,ACC000192,ACC000181,6700,3,2026-01-02T19:08:56.006360
T000050999,C0011077,VICTIM_V0011077,ACC000118,87200,1,2026-01-02T18:42:42.947288
T000051000,C0011077,ACC000118,ACC000117,25223,2,2026-01-02T18:48:09.288630
T000051001,C0011077,ACC000118,ACC000122,59677,2,2026-01-02T18:48:09.288630
T000051002,C0011077,ACC000117,ACC000121,11321,3,2026-01-02T18:54:42.060935
T000051003,C0011077,ACC000117,ACC000120,13579,3,2026-01-02T18:54:42.060935
T000051004,C0011077,ACC000122,ACC000121,35380,3,2026-01-02T18:59:58.361236
T000051005,C0011077,ACC000122,ACC000120,22520,3,2026-01-02T18:59:58.361236
T000051006,C0011077,ACC000121,ACC000119,45900,4,2026-01-02T19:07:43.597426
T000051007,C0011077,ACC000120,ACC000119,34700,4,2026-01-02T19:23:19.800914
T000051008,C0011077,ACC000119,ACC000122,80200,5,2026-01-02T19:50:26.063154
T000051009,C0011078,VICTIM_V0011078,ACC000022,662300,1,2026-01-02T18:44:46.468567
T000051010,C0011078,ACC000022,ACC000024,514780,2,2026-01-02T18:59:39.368014
T000051011,C0011078,ACC000022,ACC000027,133420,2,2026-01-02T18:59:39.368014
T000051012,C0011078,ACC000024,ACC000026,500100,3,2026-01-02T19:15:40.787846
T000051013,C0011078,ACC000027,ACC000026,132700,3,2026-01-02T19:28:07.062332
T000051014,C0011079,VICTIM_V0011079,ACC000031,25700,1,2026-01-02T18:44:14.738553
T000051015,C0011079,ACC000031,ACC000032,20874,2,2026-01-02T19:12:05.309861
T000051016,C0011079,ACC000031,ACC000030,4326,2,2026-01-02T19:12:05.309861
T000051017,C0011079,ACC000032,ACC000032,20100,3,2026-01-02T19:34:06.578273
T000051018,C0011079,ACC000030,ACC000032,4300,3,2026-01-02T19:22:25.260819
T000051019,C0011080,VICTIM_V0011080,ACC001338,39000,1,2026-01-02T18:43:40.871213
T000051020,C0011080,ACC001338,ACC001341,2371,2,2026-01-02T18:52:21.724923
T000051021,C0011080,ACC001338,ACC001337,35646,2,2026-01-02T18:52:21.724923
T000051022,C0011080,ACC001338,ACC001336,383,2,2026-01-02T18:52:21.724923
T000051023,C0011080,ACC001341,ACC001340,2300,3,2026-01-02T19:08:52.787900
T000051024,C0011080,ACC001337,ACC001340,35400,3,2026-01-02T19:12:11.291265
T000051025,C0011080,ACC001336,ACC001340,400,3,2026-01-02T19:10:55.003006
T000051026,C0011080,ACC001340,ACC001339,15893,4,2026-01-02T19:20:18.493183
T000051027,C0011080,ACC001340,ACC001334,21707,4,2026-01-02T19:20:18.493183
T000051028,C0011080,ACC001339,ACC001333,15300,5,2026-01-02T19:44:17.501356
T000051029,C0011080,ACC001334,ACC001333,21200,5,2026-01-02T19:48:31.906969
T000051030,C0011081,VICTIM_V0011081,ACC000002,22500,1,2026-01-02T18:45:25.171674
T000051031,C0011081,ACC000002,ACC000003,18413,2,2026-01-02T18:55:44.646312
T000051032,C0011081,ACC000002,ACC000001,3587,2,2026-01-02T18:55:44.646312
T000051033,C0011081,ACC000003,ACC000003,18300,3,2026-01-02T19:12:41.723883
T000051034,C0011081,ACC000001,ACC000003,3500,3,2026-01-02T19:05:02.037419
T000051035,C0011082,VICTIM_V0011082,ACC001796,2800,1,2026-01-02T18:45:17.581911
T000051036,C0011082,ACC001796,ACC001797,891,2,2026-01-02T19:04:09.924928
T000051037,C0011082,ACC001796,ACC001795,1809,2,2026-01-02T19:04:09.924928
T000051038,C0011082,ACC001797,ACC001797,900,3,2026-01-02T19:11:07.316348
T000051039,C0011082,ACC001795,ACC001797,1800,3,2026-01-02T19:24:19.611375
T000051040,C0011083,VICTIM_V0011083,ACC001061,144900,1,2026-01-02T18:44:14.403774
T000051041,C0011083,ACC001061,ACC001062,141100,2,2026-01-02T18:59:38.213937
T000051042,C0011083,ACC001062,ACC001063,137700,3,2026-01-02T19:15:04.890680
T000051043,C0011084,VICTIM_V0011084,ACC000691,81500,1,2026-01-02T18:45:15.410049
T000051044,C0011084,ACC000691,ACC000690,78800,2,2026-01-02T18:57:57.499615
T000051045,C0011084,ACC000690,ACC000692,76300,3,2026-01-02T19:03:54.404514
T000051046,C0011085,VICTIM_V0011085,ACC001907,25500,1,2026-01-02T18:43:40.998721
T000051047,C0011085,ACC001907,ACC001905,10990,2,2026-01-02T19:06:57.958243
T000051048,C0011085,ACC001907,ACC001906,14410,2,2026-01-02T19:06:57.958243
T000051049,C0011085,ACC001905,ACC001907,10600,3,2026-01-02T19:36:26.492711
T000051050,C0011085,ACC001906,ACC001907,14300,3,2026-01-02T19:18:42.026060
T000051051,C0011086,VICTIM_V0011086,ACC000054,24500,1,2026-01-02T18:44:17.733377
T000051052,C0011086,ACC000054,ACC000052,23700,2,2026-01-02T19:09:31.517739
T000051053,C0011086,ACC000052,ACC000053,22800,3,2026-01-02T19:32:50.923841
T000051054,C0011087,VICTIM_V0011087,ACC000156,42400,1,2026-01-02T18:46:20.240769
T000051055,C0011087,ACC000156,ACC000154,17881,2,2026-01-02T19:12:10.190890
T000051056,C0011087,ACC000156,ACC000155,22919,2,2026-01-02T19:12:10.190890
T000051057,C0011087,ACC000154,ACC000156,17600,3,2026-01-02T19:34:06.182135
T000051058,C0011087,ACC000155,ACC000156,22100,3,2026-01-02T19:26:33.543713
T000051059,C0011088,VICTIM_V0011088,ACC000062,71200,1,2026-01-02T18:46:44.384066
T000051060,C0011088,ACC000062,ACC000063,69900,2,2026-01-02T18:56:37.137133
T000051061,C0011088,ACC000063,ACC000064,67100,3,2026-01-02T19:18:11.763014
T000051062,C0011089,VICTIM_V0011089,ACC000131,1058500,1,2026-01-02T18:44:13.034743
T000051063,C0011089,ACC000131,ACC000132,555251,2,2026-01-02T19:07:06.141400
T000051064,C0011089,ACC000131,ACC000133,473749,2,2026-01-02T19:07:06.141400
T000051065,C0011089,ACC000132,ACC000133,550900,3,2026-01-02T19:22:38.168641
T000051066,C0011089,ACC000133,ACC000133,1016600,3,2026-01-02T19:30:10.636715
T000051067,C0011090,VICTIM_V0011090,ACC000520,19400,1,2026-01-02T18:46:23.819743
T000051068,C0011090,ACC000520,ACC000518,1863,2,2026-01-02T19:12:54.180304
T000051069,C0011090,ACC000520,ACC000517,16837,2,2026-01-02T19:12:54.180304
T000051070,C0011090,ACC000518,ACC000522,1800,3,2026-01-02T19:20:20.212469
T000051071,C0011090,ACC000517,ACC000522,16500,3,2026-01-02T19:32:25.956969
T000051072,C0011090,ACC000522,ACC000521,18000,4,2026-01-02T19:52:45.843055
T000051073,C0011091,VICTIM_V0011091,ACC000002,53800,1,2026-01-02T18:44:45.561809
T000051074,C0011091,ACC000002,ACC000003,28211,2,2026-01-02T19:01:39.792650
T000051075,C0011091,ACC000002,ACC000001,23489,2,2026-01-02T19:01:39.792650
T000051076,C0011091,ACC000003,ACC000003,27500,3,2026-01-02T19:25:53.526696
T000051077,C0011091,ACC000001,ACC000003,22900,3,2026-01-02T19:21:12.906688
T000051078,C0011092,VICTIM_V0011092,ACC000168,2300,1,2026-01-02T18:46:58.132951
T000051079,C0011092,ACC000168,ACC000167,2300,2,2026-01-02T19:11:06.677584
T000051080,C0011092,ACC000167,ACC000166,2200,3,2026-01-02T19:18:34.950036
T000051081,C0011093,VICTIM_V0011093,ACC000433,13900,1,2026-01-02T18:47:19.506415
T000051082,C0011093,ACC000433,ACC000435,13500,2,2026-01-02T19:06:31.005989
T000051083,C0011093,ACC000435,ACC000434,13200,3,2026-01-02T19:31:05.709388
T000051084,C0011094,VICTIM_V0011094,ACC000063,26900,1,2026-01-02T18:48:18.592414
T000051085,C0011094,ACC000063,ACC000064,8922,2,2026-01-02T19:15:19.442147
T000051086,C0011094,ACC000063,ACC000062,17478,2,2026-01-02T19:15:19.442147
T000051087,C0011094,ACC000064,ACC000064,8700,3,2026-01-02T19:37:05.355028
T000051088,C0011094,ACC000062,ACC000064,17100,3,2026-01-02T19:42:11.438359
T000051089,C0011095,VICTIM_V0011095,ACC000135,229000,1,2026-01-02T18:45:10.267797
T000051090,C0011095,ACC000135,ACC000134,220600,2,2026-01-02T19:03:46.712378
T000051091,C0011096,VICTIM_V0011096,ACC000027,52300,1,2026-01-02T18:45:20.686685
T000051092,C0011096,ACC000027,ACC000023,24286,2,2026-01-02T19:11:07.757698
T000051093,C0011096,ACC000027,ACC000024,27214,2,2026-01-02T19:11:07.757698
T000051094,C0011096,ACC000023,ACC000028,24000,3,2026-01-02T19:23:30.649693
T000051095,C0011096,ACC000024,ACC000028,26600,3,2026-01-02T19:28:19.609468
T000051096,C0011097,VICTIM_V0011097,ACC000122,80600,1,2026-01-02T18:46:28.353651
T000051097,C0011097,ACC000122,ACC000120,45653,2,2026-01-02T19:09:09.302613
T000051098,C0011097,ACC000122,ACC000117,33247,2,2026-01-02T19:09:09.302613
T000051099,C0011097,ACC000120,ACC000119,22920,3,2026-01-02T19:14:37.984854
T000051100,C0011097,ACC000120,ACC000121,21980,3,2026-01-02T19:14:37.984854
T000051101,C0011097,ACC000117,ACC000119,23049,3,2026-01-02T19:29:18.836332
T000051102,C0011097,ACC000117,ACC000121,9351,3,2026-01-02T19:29:18.836332
T000051103,C0011097,ACC000119,ACC000118,45100,4,2026-01-02T19:45:37.002201
T000051104,C0011097,ACC000121,ACC000118,31000,4,2026-01-02T19:58:52.748282
T000051105,C0011098,VICTIM_V0011098,ACC000006,1195700,1,2026-01-02T18:45:22.683967
T000051106,C0011098,ACC000006,ACC000005,1189000,2,2026-01-02T19:13:23.367629
T000051107,C0011098,ACC000005,ACC000004,1179500,3,2026-01-02T19:29:34.841201
T000051108,C0011099,VICTIM_V0011099,ACC000019,121900,1,2026-01-02T18:49:23.315876
T000051109,C0011099,ACC000019,ACC000020,120300,2,2026-01-02T18:57:23.096449
T000051110,C0011099,ACC000020,ACC000021,118400,3,2026-01-02T19:02:44.074421
T000051111,C0011100,VICTIM_V0011100,ACC001251,243300,1,2026-01-02T18:48:55.305045
T000051112,C0011100,ACC001251,ACC001250,237900,2,2026-01-02T19:05:45.982372
T000051113,C0011100,ACC001250,ACC001249,231000,3,2026-01-02T19:35:32.212590
T000051114,C0011101,VICTIM_V0011101,ACC000008,43100,1,2026-01-02T18:46:58.490277
T000051115,C0011101,ACC000008,ACC000013,41900,2,2026-01-02T18:54:20.628391
T000051116,C0011101,ACC000013,ACC000015,41400,3,2026-01-02T19:23:42.901380
T000051117,C0011102,VICTIM_V0011102,ACC000002,19400,1,2026-01-02T18:48:14.360816
T000051118,C0011102,ACC000002,ACC000001,18600,2,2026-01-02T19:11:05.466766
T000051119,C0011102,ACC000001,ACC000003,18200,3,2026-01-02T19:37:40.374213
T000051120,C0011103,VICTIM_V0011103,ACC000699,2600,1,2026-01-02T18:48:43.596648
T000051121,C0011103,ACC000699,ACC000701,501,2,2026-01-02T19:10:21.480547
T000051122,C0011103,ACC000699,ACC000700,2099,2,2026-01-02T19:10:21.480547
T000051123,C0011103,ACC000701,ACC000701,500,3,2026-01-02T19:31:02.520892
T000051124,C0011103,ACC000700,ACC000701,2100,3,2026-01-02T19:26:38.783010
T000051125,C0011104,VICTIM_V0011104,ACC000035,1400,1,2026-01-02T18:49:30.714257
T000051126,C0011104,ACC000035,ACC000034,1400,2,2026-01-02T19:16:43.736061
T000051127,C0011105,VICTIM_V0011105,ACC000124,370900,1,2026-01-02T18:50:15.818174
T000051128,C0011105,ACC000124,ACC000130,16025,2,2026-01-02T18:54:41.766601
T000051129,C0011105,ACC000124,ACC000125,162119,2,2026-01-02T18:54:41.766601
T000051130,C0011105,ACC000124,ACC000128,190356,2,2026-01-02T18:54:41.766601
T000051131,C0011105,ACC000130,ACC000127,738,3,2026-01-02T19:19:53.114689
T000051132,C0011105,ACC000130,ACC000123,10827,3,2026-01-02T19:19:53.114689
T000051133,C0011105,ACC000130,ACC000129,4335,3,2026-01-02T19:19:53.114689
T000051134,C0011105,ACC000125,ACC000127,37914,3,2026-01-02T19:13:23.398829
T000051135,C0011105,ACC000125,ACC000123,91966,3,2026-01-02T19:13:23.398829
T000051136,C0011105,ACC000125,ACC000129,31120,3,2026-01-02T19:13:23.398829
T000051137,C0011105,ACC000128,ACC000127,63744,3,2026-01-02T19:19:53.684531
T000051138,C0011105,ACC000128,ACC000123,41775,3,2026-01-02T19:19:53.684531
T000051139,C0011105,ACC000128,ACC000129,79081,3,2026-01-02T19:19:53.684531
T000051140,C0011105,ACC000127,ACC000126,99600,4,2026-01-02T19:34:50.311745
T000051141,C0011105,ACC000123,ACC000126,142100,4,2026-01-02T19:44:00.938351
T000051142,C0011105,ACC000129,ACC000126,111300,4,2026-01-02T19:44:02.406302
T000051143,C0011105,ACC000126,ACC000130,343800,5,2026-01-02T20:09:21.710737
T000051144,C0011106,VICTIM_V0011106,ACC000002,14200,1,2026-01-02T18:49:56.395946
T000051145,C0011106,ACC000002,ACC000003,13900,2,2026-01-02T19:06:44.387067
T000051146,C0011107,VICTIM_V0011107,ACC000282,4900,1,2026-01-02T18:48:03.304843
T000051147,C0011107,ACC000282,ACC000281,4800,2,2026-01-02T19:02:08.041920
T000051148,C0011107,ACC000281,ACC000279,502,3,2026-01-02T19:19:27.399644
T000051149,C0011107,ACC000281,ACC000280,4098,3,2026-01-02T19:19:27.399644
T000051150,C0011107,ACC000279,ACC000282,500,4,2026-01-02T19:29:41.314105
T000051151,C0011107,ACC000280,ACC000282,3900,4,2026-01-02T19:40:48.381313
T000051152,C0011108,VICTIM_V0011108,ACC000622,1700,1,2026-01-02T18:46:49.282393
T000051153,C0011108,ACC000622,ACC000623,1700,2,2026-01-02T18:57:24.005807
T000051154,C0011108,ACC000623,ACC000624,1600,3,2026-01-02T19:09:20.871470
T000051155,C0011109,VICTIM_V0011109,ACC000006,4300,1,2026-01-02T18:47:42.031535
T000051156,C0011109,ACC000006,ACC000005,4300,2,2026-01-02T19:03:22.348767
T000051157,C0011109,ACC000005,ACC000004,4200,3,2026-01-02T19:30:16.352267
T000051158,C0011110,VICTIM_V0011110,ACC000556,26800,1,2026-01-02T18:49:08.074384
T000051159,C0011110,ACC000556,ACC000555,17941,2,2026-01-02T19:06:29.441618
T000051160,C0011110,ACC000556,ACC000558,7859,2,2026-01-02T19:06:29.441618
T000051161,C0011110,ACC000555,ACC000557,17600,3,2026-01-02T19:19:59.093636
T000051162,C0011110,ACC000558,ACC000557,7700,3,2026-01-02T19:18:36.700081
T000051163,C0011111,VICTIM_V0011111,ACC001025,33200,1,2026-01-02T18:49:49.915161
T000051164,C0011111,ACC001025,ACC001024,32200,2,2026-01-02T18:59:02.052834
T000051165,C0011111,ACC001024,ACC001028,31400,3,2026-01-02T19:12:53.572310
T000051166,C0011111,ACC001028,ACC001027,5546,4,2026-01-02T19:25:33.607235
T000051167,C0011111,ACC001028,ACC001026,1521,4,2026-01-02T19:25:33.607235
T000051168,C0011111,ACC001028,ACC001029,24033,4,2026-01-02T19:25:33.607235
T000051169,C0011111,ACC001027,ACC001029,5500,5,2026-01-02T19:29:43.406863
T000051170,C0011111,ACC001026,ACC001029,1500,5,2026-01-02T19:41:04.072764
T000051171,C0011111,ACC001029,ACC001029,29900,5,2026-01-02T19:34:50.893255
T000051172,C0011112,VICTIM_V0011112,ACC000309,110500,1,2026-01-02T18:49:23.253915
T000051173,C0011112,ACC000309,ACC000311,109700,2,2026-01-02T18:51:52.624958
T000051174,C0011112,ACC000311,ACC000310,34371,3,2026-01-02T19:14:25.120642
T000051175,C0011112,ACC000311,ACC000308,73829,3,2026-01-02T19:14:25.120642
T000051176,C0011112,ACC000310,ACC000311,33400,4,2026-01-02T19:23:50.865710
T000051177,C0011112,ACC000308,ACC000311,72600,4,2026-01-02T19:30:11.954965
T000051178,C0011113,VICTIM_V0011113,ACC000035,23600,1,2026-01-02T18:50:59.944274
T000051179,C0011113,ACC000035,ACC000034,23300,2,2026-01-02T19:14:39.701895
T000051180,C0011113,ACC000034,ACC000033,22900,3,2026-01-02T19:33:17.037416
T000051181,C0011114,VICTIM_V0011114,ACC000620,59700,1,2026-01-02T18:50:54.787101
T000051182,C0011114,ACC000620,ACC000621,57500,2,2026-01-02T18:55:39.849531
T000051183,C0011114,ACC000621,ACC000619,55600,3,2026-01-02T19:18:10.355170
T000051184,C0011115,VICTIM_V0011115,ACC000006,4200,1,2026-01-02T18:48:26.402790
T000051185,C0011115,ACC000006,ACC000004,428,2,2026-01-02T19:17:28.801695
T000051186,C0011115,ACC000006,ACC000005,3672,2,2026-01-02T19:17:28.801695
T000051187,C0011115,ACC000004,ACC000006,400,3,2026-01-02T19:34:14.007811
T000051188,C0011115,ACC000005,ACC000006,3600,3,2026-01-02T19:39:10.376217
T000051189,C0011116,VICTIM_V0011116,ACC000032,10300,1,2026-01-02T18:51:50.973351
T000051190,C0011116,ACC000032,ACC000030,10000,2,2026-01-02T19:16:55.808745
T000051191,C0011117,VICTIM_V0011117,ACC000035,1600,1,2026-01-02T18:47:59.420748
T000051192,C0011117,ACC000035,ACC000033,1053,2,2026-01-02T19:02:15.479505
T000051193,C0011117,ACC000035,ACC000034,547,2,2026-01-02T19:02:15.479505
T000051194,C0011117,ACC000033,ACC000035,1000,3,2026-01-02T19:15:02.500975
T000051195,C0011117,ACC000034,ACC000035,500,3,2026-01-02T19:25:57.635526
T000051196,C0011118,VICTIM_V0011118,ACC000204,89600,1,2026-01-02T18:51:17.614916
T000051197,C0011118,ACC000204,ACC000198,65432,2,2026-01-02T19:05:45.740782
T000051198,C0011118,ACC000204,ACC000195,22068,2,2026-01-02T19:05:45.740782
T000051199,C0011118,ACC000198,ACC000196,63500,3,2026-01-02T19:23:51.356967
T000051200,C0011118,ACC000195,ACC000196,21500,3,2026-01-02T19:12:27.043718
T000051201,C0011119,VICTIM_V0011119,ACC000064,60300,1,2026-01-02T18:49:34.273401
T000051202,C0011119,ACC000064,ACC000062,58400,2,2026-01-02T19:09:10.632485
T000051203,C0011120,VICTIM_V0011120,ACC000001,197300,1,2026-01-02T18:49:50.824610
T000051204,C0011120,ACC000001,ACC000003,196300,2,2026-01-02T19:17:18.184625
T000051205,C0011120,ACC000003,ACC000002,194700,3,2026-01-02T19:24:31.045634
T000051206,C0011121,VICTIM_V0011121,ACC000256,19600,1,2026-01-02T18:48:29.661207
T000051207,C0011121,ACC000256,ACC000257,18800,2,2026-01-02T18:59:23.709505
T000051208,C0011121,ACC000257,ACC000255,18300,3,2026-01-02T19:09:41.846394
T000051209,C0011122,VICTIM_V0011122,ACC000446,2220000,1,2026-01-02T18:50:28.594012
T000051210,C0011122,ACC000446,ACC000442,715384,2,2026-01-02T19:06:56.319275
T000051211,C0011122,ACC000446,ACC000444,1065984,2,2026-01-02T19:06:56.319275
T000051212,C0011122,ACC000446,ACC000445,425832,2,2026-01-02T19:06:56.319275
T000051213,C0011122,ACC000442,ACC000443,707500,3,2026-01-02T19:18:56.840029
T000051214,C0011122,ACC000444,ACC000443,1038300,3,2026-01-02T19:33:55.256229
T000051215,C0011122,ACC000445,ACC000443,419200,3,2026-01-02T19:20:07.357304
T000051216,C0011122,ACC000443,ACC000446,2120800,4,2026-01-02T19:50:19.528698
T000051217,C0011123,VICTIM_V0011123,ACC000165,178200,1,2026-01-02T18:52:48.111943
T000051218,C0011123,ACC000165,ACC000164,175900,2,2026-01-02T18:58:36.039110
T000051219,C0011123,ACC000164,ACC000163,170200,3,2026-01-02T19:24:18.949406
T000051220,C0011124,VICTIM_V0011124,ACC000008,48700,1,2026-01-02T18:51:33.431548
T000051221,C0011124,ACC000008,ACC000018,10384,2,2026-01-02T19:04:53.008003
T000051222,C0011124,ACC000008,ACC000013,36716,2,2026-01-02T19:04:53.008003
T000051223,C0011124,ACC000018,ACC000007,1416,3,2026-01-02T19:20:14.935381
T000051224,C0011124,ACC000018,ACC000015,8584,3,2026-01-02T19:20:14.935381
T000051225,C0011124,ACC000013,ACC000007,5345,3,2026-01-02T19:18:31.061472
T000051226,C0011124,ACC000013,ACC000015,30355,3,2026-01-02T19:18:31.061472
T000051227,C0011124,ACC000007,ACC000011,6500,4,2026-01-02T19:37:11.700504
T000051228,C0011124,ACC000015,ACC000011,38300,4,2026-01-02T19:24:16.206018
T000051229,C0011125,VICTIM_V0011125,ACC000134,17100,1,2026-01-02T18:52:21.026100
T000051230,C0011125,ACC000134,ACC000136,16900,2,2026-01-02T18:59:22.351469
T000051231,C0011125,ACC000136,ACC000135,16600,3,2026-01-02T19:23:55.559709
T000051232,C0011126,VICTIM_V0011126,ACC000003,1000,1,2026-01-02T18:51:44.578338
T000051233,C0011126,ACC000003,ACC000001,1000,2,2026-01-02T19:07:47.320681
T000051234,C0011126,ACC000001,ACC000002,1000,3,2026-01-02T19:15:29.718671
T000051235,C0011127,VICTIM_V0011127,ACC000003,177700,1,2026-01-02T18:52:56.605707
T000051236,C0011127,ACC000003,ACC000002,86029,2,2026-01-02T19:17:18.641286
T000051237,C0011127,ACC000003,ACC000001,86871,2,2026-01-02T19:17:18.641286
T000051238,C0011127,ACC000002,ACC000003,84000,3,2026-01-02T19:32:06.812710
T000051239,C0011127,ACC000001,ACC000003,85200,3,2026-01-02T19:25:47.107034
T000051240,C0011128,VICTIM_V0011128,ACC000070,51700,1,2026-01-02T18:53:09.378771
T000051241,C0011128,ACC000070,ACC000074,49700,2,2026-01-02T19:20:46.275174
T000051242,C0011128,ACC000074,ACC000067,48500,3,2026-01-02T19:38:46.153331
T000051243,C0011128,ACC000067,ACC000082,47400,4,2026-01-02T20:01:37.261202
T000051244,C0011128,ACC000082,ACC000077,46100,5,2026-01-02T20:10:57.452685
T000051245,C0011129,VICTIM_V0011129,ACC001180,3600,1,2026-01-02T18:54:45.544649
T000051246,C0011129,ACC001180,ACC001181,3600,2,2026-01-02T19:07:45.557802
T000051247,C0011129,ACC001181,ACC001177,3600,3,2026-01-02T19:22:46.285385
T000051248,C0011129,ACC001177,ACC001182,3500,4,2026-01-02T19:40:46.815358
T000051249,C0011130,VICTIM_V0011130,ACC000001,19800,1,2026-01-02T18:54:35.785196
T000051250,C0011130,ACC000001,ACC000002,19300,2,2026-01-02T19:01:37.914259
T000051251,C0011130,ACC000002,ACC000003,18600,3,2026-01-02T19:21:42.472979
T000051252,C0011131,VICTIM_V0011131,ACC000009,197200,1,2026-01-02T18:52:11.667298
T000051253,C0011131,ACC000009,ACC000012,195200,2,2026-01-02T19:17:32.930510
T000051254,C0011131,ACC000012,ACC000013,190100,3,2026-01-02T19:36:34.770426
T000051255,C0011131,ACC000013,ACC000008,189100,4,2026-01-02T19:54:22.415610
T000051256,C0011132,VICTIM_V0011132,ACC000263,6100,1,2026-01-02T18:53:20.783870
T000051257,C0011132,ACC000263,ACC000262,2290,2,2026-01-02T19:19:18.648117
T000051258,C0011132,ACC000263,ACC000261,3710,2,2026-01-02T19:19:18.648117
T000051259,C0011132,ACC000262,ACC000263,2200,3,2026-01-02T19:26:19.510953
T000051260,C0011132,ACC000261,ACC000263,3600,3,2026-01-02T19:31:34.583492
T000051261,C0011133,VICTIM_V0011133,ACC000672,8700,1,2026-01-02T18:53:10.115797
T000051262,C0011133,ACC000672,ACC000671,8400,2,2026-01-02T19:09:04.491751
T000051263,C0011133,ACC000671,ACC000673,8300,3,2026-01-02T19:21:09.694944
T000051264,C0011134,VICTIM_V0011134,ACC000002,174400,1,2026-01-02T18:54:35.852644
T000051265,C0011134,ACC000002,ACC000001,169800,2,2026-01-02T19:00:34.887351
T000051266,C0011134,ACC000001,ACC000003,166600,3,2026-01-02T19:12:25.931677
T000051267,C0011135,VICTIM_V0011135,ACC000059,1000,1,2026-01-02T18:52:14.910655
T000051268,C0011135,ACC000059,ACC000061,1000,2,2026-01-02T19:21:34.437518
T000051269,C0011136,VICTIM_V0011136,ACC000932,14500,1,2026-01-02T18:56:14.242166
T000051270,C0011136,ACC000932,ACC000934,14200,2,2026-01-02T19:00:09.015519
T000051271,C0011136,ACC000934,ACC000933,13900,3,2026-01-02T19:25:36.679312
T000051272,C0011137,VICTIM_V0011137,ACC000002,1154200,1,2026-01-02T18:54:58.153014
T000051273,C0011137,ACC000002,ACC000001,1147200,2,2026-01-02T19:00:20.668908
T000051274,C0011137,ACC000001,ACC000003,1112100,3,2026-01-02T19:13:19.852237
T000051275,C0011138,VICTIM_V0011138,ACC000059,125500,1,2026-01-02T18:52:56.444363
T000051276,C0011138,ACC000059,ACC000061,43793,2,2026-01-02T19:20:12.096108
T000051277,C0011138,ACC000059,ACC000055,31911,2,2026-01-02T19:20:12.096108
T000051278,C0011138,ACC000059,ACC000058,47596,2,2026-01-02T19:20:12.096108
T000051279,C0011138,ACC000061,ACC000060,42400,3,2026-01-02T19:44:55.281180
T000051280,C0011138,ACC000055,ACC000060,31100,3,2026-01-02T19:44:21.622510
T000051281,C0011138,ACC000058,ACC000060,47300,3,2026-01-02T19:27:50.670785
T000051282,C0011139,VICTIM_V0011139,ACC000015,38800,1,2026-01-02T18:56:24.955029
T000051283,C0011139,ACC000015,ACC000012,5911,2,2026-01-02T19:25:19.708422
T000051284,C0011139,ACC000015,ACC000007,16916,2,2026-01-02T19:25:19.708422
T000051285,C0011139,ACC000015,ACC000013,15273,2,2026-01-02T19:25:19.708422
T000051286,C0011139,ACC000012,ACC000017,511,3,2026-01-02T19:36:48.702562
T000051287,C0011139,ACC000012,ACC000008,3190,3,2026-01-02T19:36:48.702562
T000051288,C0011139,ACC000012,ACC000011,2200,3,2026-01-02T19:36:48.702562
T000051289,C0011139,ACC000007,ACC000017,6385,3,2026-01-02T19:44:53.623724
T000051290,C0011139,ACC000007,ACC000008,3820,3,2026-01-02T19:44:53.623724
T000051291,C0011139,ACC000007,ACC000011,6495,3,2026-01-02T19:44:53.623724
T000051292,C0011139,ACC000013,ACC000017,4292,3,2026-01-02T19:39:01.022072
T000051293,C0011139,ACC000013,ACC000008,5429,3,2026-01-02T19:39:01.022072
T000051294,C0011139,ACC000013,ACC000011,5278,3,2026-01-02T19:39:01.022072
T000051295,C0011139,ACC000017,ACC000010,11100,4,2026-01-02T20:06:18.258082
T000051296,C0011139,ACC000008,ACC000010,12200,4,2026-01-02T19:59:08.691438
T000051297,C0011139,ACC000011,ACC000010,13800,4,2026-01-02T20:04:10.393245
T000051298,C0011140,VICTIM_V0011140,ACC000006,51000,1,2026-01-02T18:55:49.263701
T000051299,C0011140,ACC000006,ACC000004,49400,2,2026-01-02T19:05:51.122254
T000051300,C0011140,ACC000004,ACC000005,47500,3,2026-01-02T19:11:53.481293
